Employee_ID,First_Name,Last_Name,Gender,Ethnicity,Age,Marital_Status,Education,City,Job_Title,Department,Years_of_Service,Monthly_Rate,Attrition,Overtime,Environment_Satisfaction,Job_Satisfaction,Work_Life_Balance,Training_Opportunities,Support_Rating,Manager_Rating
t6SuYm70,Mary,Sandoval,Female,White,39,Married,Masters,Fresno,Data Scientist,Engineering,15.0,18445.42,No,No,97.603,87.0117,63.7745,2,91.2346,72.7381
ROEOSX2Q,Chris,Morgan,Male,Hispanic or Latino,42,Married,Masters,Sacramento,Business Analyst,Engineering,18.0,19146.64,No,No,97.4743,51.4727,50.3288,6,66.7815,43.7279
OSWOY749,River,Willis,Non-binary,Asian,41,Single,Masters,Long Beach,Data Scientist,IT,2.5568,7593.88,Yes,No,77.9178,58.328,72.1624,9,83.7366,49.6039
JGOWBLNX,Nalani,Grant,Female,Pacific Islander,28,Married,Bachelors,Fresno,System Administrator,Engineering,6.0,19160.86,No,No,82.6264,65.0422,46.8237,6,70.7826,62.8477
W14A3OAU,Alex,Wood,Male,Hispanic or Latino,23,Single,Bachelors,Oakland,Software Engineer,Quality Assurance,1.0,5232.26,No,No,95.7151,99.3141,95.2148,5,94.5599,88.3953
TAD66Z6O,Jamie,Cunningham,Female,Asian,52,Single,Doctorate,Fresno,Product Manager,Business,21.6588,8365.37,No,Yes,96.811,79.8894,55.5532,6,71.1254,83.7349
6UBPHEOH,Taylor,Powell,Female,Other,32,Married,Bachelors,Long Beach,Cloud Architect,IT,10.0,5755.61,No,No,65.0936,66.569,60.3852,7,75.8382,59.2431
4xrM1gXE,Cetan,Phillips,Male,Native American,48,Married,Bachelors,Long Beach,UX Designer,Quality Assurance,9.3922,7818.39,No,No,61.7363,58.5506,53.3563,5,93.8678,63.4262
z8I9RQeO,Alex,Fox,Male,Other,63,Divorced,Doctorate,Fresno,System Administrator,Design,18.379,13567.17,Yes,No,95.5859,56.8668,50.3459,1,62.0827,60.7294
IM2aihR6,Chris,Ruiz,Male,Other,60,Married,Masters,Oakland,Data Scientist,Product,28.618,7866.41,No,No,68.2217,78.6478,65.5259,8,60.5659,63.9547
RZ4TjySN,Aiyana,Singh,Female,Native American,44,Married,Bachelors,Oakland,IT Support Specialist,Product,11.3593,13316.33,No,No,83.836,64.86,71.123,2,94.9448,67.6569
fN5lxyML,Toni,Erickson,Female,Asian,39,Married,Bachelors,Sacramento,DevOps Engineer,Quality Assurance,17.0,15656.48,No,No,92.1998,89.7858,68.7728,5,89.1975,79.2415
K28G8KF2,Pat,Williams,Non-binary,Asian,45,Single,Bachelors,Los Angeles,Cloud Architect,Engineering,7.9796,5978.3,No,No,71.9358,84.5772,66.9593,7,71.5203,85.3938
T5WFSO9P,Dakota,Fernandez,Male,Native American,26,Married,Masters,Anaheim,Software Engineer,Business,2.0,12242.39,Yes,Yes,83.7893,51.5427,10.6209,2,86.4822,48.1386
Gd1Y84uX,Toni,Fernandez,Female,Hispanic or Latino,31,Divorced,Bachelors,San Francisco,DevOps Engineer,IT,9.0,17034.45,No,No,87.2927,56.5516,47.6268,6,73.3644,47.9268
B4FTPA3H,Chris,Velez,Male,Other,38,Divorced,Bachelors,San Diego,Data Scientist,IT,16.0,12200.7,No,Yes,63.938,79.7714,51.8857,6,63.5113,73.0104
I4JPR9IY,Ahanu,Nash,Male,Native American,38,Divorced,Bachelors,Sacramento,Product Manager,Product,16.0,6823.64,No,No,74.9684,69.5679,17.6156,7,65.3241,59.5699
OLXZB1X0,Alex,Stewart,Male,Other,24,Single,Bachelors,Los Angeles,Cloud Architect,Quality Assurance,2.0,12017.82,Yes,No,74.8618,83.8606,85.8133,1,66.5404,73.1351
1PQQ109E,Casey,Arnold,Female,Other,30,Married,Masters,Sacramento,Cloud Architect,Business,6.0,18652.66,No,Yes,80.6358,99.6524,69.9754,9,65.3959,93.6216
HOEV3WO4,Alex,Wolfe,Male,Black or African American,40,Married,Bachelors,Bakersfield,Business Analyst,IT,7.5779,17935.94,No,No,77.2142,93.4095,72.6515,6,85.8066,83.3691
QVFYGHHC,Tahu,Lane,Male,Native American,36,Married,Bachelors,Oakland,Cloud Architect,IT,14.0,10458.3,No,No,99.6749,56.1116,46.7963,8,89.5132,46.2192
N7C3E00O,Jordan,Gilbert,Male,Other,44,Single,Doctorate,San Diego,Business Analyst,IT,5.7025,10845.2,Yes,No,94.9585,79.603,73.1581,1,99.0081,69.0788
YD5R989W,Michael,Lawrence,Male,White,27,Married,Doctorate,Long Beach,Product Manager,Engineering,1.0,19787.29,No,Yes,69.1994,59.9554,39.686,5,99.3459,65.4383
WUGPBFQ5,Manuia,Hull,Male,Pacific Islander,30,Married,Bachelors,San Diego,Software Engineer,IT,8.0,7807.76,Yes,No,62.9137,65.603,45.8165,7,92.1408,69.5065
L0HP4JB7,Alex,Thompson,Male,Black or African American,33,Single,Bachelors,Fresno,Product Manager,Quality Assurance,2.4261,5157.51,No,Yes,78.0653,68.5758,60.2031,6,73.0672,55.1207
Y739OffZ,Chris,Murray,Male,Hispanic or Latino,39,Married,Bachelors,Oakland,DevOps Engineer,Design,12.0957,5262.7,No,No,78.9594,82.6417,70.0533,5,88.108,80.4758
qmNFFbX6,Chris,Rojas,Male,Black or African American,36,Single,Doctorate,San Francisco,DevOps Engineer,Design,1.9891,13888.56,No,No,63.9649,74.5014,53.483,1,74.3104,73.2613
pQM8ugCc,Takoda,Wong,Male,Native American,24,Divorced,Bachelors,Fresno,Data Scientist,Quality Assurance,2.0,15694.59,No,Yes,91.6087,75.6107,42.0995,1,65.3546,70.3309
3MKV1KMD,Alex,Padilla,Male,Asian,37,Single,High School,San Diego,Software Engineer,Product,4.7889,7366.88,No,No,75.5525,81.1368,84.9638,3,62.1692,80.9166
YVZT5JQG,Moana,Mcbride,Female,Pacific Islander,42,Single,Masters,San Jose,IT Support Specialist,Design,11.8325,14864.83,No,No,60.9608,71.1635,62.0197,2,81.7048,67.5238
X4WD9MVU,Taylor,Cook,Male,Black or African American,43,Single,Doctorate,Bakersfield,Cloud Architect,Product,16.3672,8023.03,Yes,No,95.8272,61.9496,43.6762,2,85.72,52.0019
OQFE4XJS,Tahu,Willis,Male,Native American,30,Single,Bachelors,San Jose,Quality Assurance Engineer,Product,8.0,10629.74,No,Yes,74.4031,87.0945,55.9846,6,95.7746,70.9431
5QLYDN8B,Pat,Hendrix,Male,Asian,34,Married,Masters,Long Beach,Data Scientist,Engineering,10.0,18044.65,No,No,80.9865,82.1747,76.3313,9,69.5899,76.0361
D1I57LX0,Toni,Price,Female,Hispanic or Latino,41,Single,Bachelors,Sacramento,IT Support Specialist,Design,0.734,9497.12,Yes,No,64.3409,76.8576,85.3293,1,72.3822,74.3895
W2XMCXWK,Taylor,Krause,Female,Other,43,Divorced,Masters,San Diego,Business Analyst,Quality Assurance,19.0,18818.57,Yes,No,78.5391,86.1388,82.7552,2,80.7534,75.198
MH5H92M4,Michael,Richards,Male,White,37,Single,Bachelors,Long Beach,System Administrator,Product,15.0,9120.25,No,Yes,86.6622,93.2584,71.6143,7,67.357,89.6743
gpSTHJJV,Toni,Navarro,Female,Asian,27,Divorced,Bachelors,Anaheim,Cloud Architect,IT,5.0,17241.22,No,Yes,90.1275,99.0226,77.5131,5,81.9907,86.3258
O1F5TFNG,John,Colon,Male,White,31,Single,Masters,Los Angeles,Data Scientist,Engineering,7.0,13086.5,No,No,91.7503,57.1591,60.4815,9,88.4272,57.8782
lJmitSKu,Ahanu,Rodriguez,Male,Native American,41,Single,Bachelors,Long Beach,Quality Assurance Engineer,IT,3.6161,13133.46,No,Yes,68.2154,92.2747,50.9596,8,90.2229,88.5698
7E1XRAHB,William,Wagner,Male,White,48,Divorced,Bachelors,San Diego,System Administrator,Engineering,9.7965,5028.68,No,No,86.9225,93.0324,73.1133,5,84.3059,94.1714
n0CIVGkr,Pat,Snyder,Non-binary,Black or African American,33,Single,Masters,San Jose,DevOps Engineer,IT,9.0,8340.27,Yes,Yes,65.777,94.6813,48.1308,8,86.5245,93.1644
XHFQVQ1T,James,Phillips,Male,White,28,Married,Bachelors,Bakersfield,Product Manager,Engineering,6.0,12869.72,No,No,60.0711,58.0902,57.5013,6,71.6305,57.5103
9Z1TBCJX,Pat,Gregory,Male,Asian,45,Married,Bachelors,Fresno,Software Engineer,Quality Assurance,16.4714,10096.47,Yes,No,69.6156,92.8016,71.5184,1,98.006,81.4259
WalM4wOx,Taylor,Finley,Male,Hispanic or Latino,28,Single,Masters,Anaheim,Business Analyst,Quality Assurance,4.0,12227.12,No,Yes,66.1225,91.1184,72.7625,7,76.0824,99.3193
g0535OUz,Tama,Howard,Male,Pacific Islander,24,Married,Masters,San Jose,Business Analyst,Product,0.0,9025.25,No,No,90.1582,50.9493,36.6393,5,77.8855,41.6342
KPbMPkGh,Pat,Watkins,Male,Other,33,Single,Doctorate,Fresno,Business Analyst,Business,7.0,4061.66,Yes,Yes,97.8015,68.4982,51.1693,1,76.5077,65.1652
FGKODR4N,Jamie,Morton,Female,Asian,50,Single,Masters,Bakersfield,Cloud Architect,Design,24.9318,7749.84,No,Yes,93.3614,55.1948,51.4463,2,88.9794,56.4618
4K3ZF4NM,Manuia,Barber,Male,Pacific Islander,25,Single,Bachelors,San Francisco,Cloud Architect,Quality Assurance,1.6512,19432.62,Yes,No,67.5084,60.9288,47.4355,1,78.051,58.3418
mztgvasv,Toni,Le,Female,Asian,23,Single,Bachelors,San Francisco,Data Scientist,Design,1.0,7831.55,No,Yes,98.383,84.6499,44.05,3,80.3831,76.8413
I0990YYB,Leilani,Garza,Female,Pacific Islander,31,Married,Masters,Sacramento,Product Manager,Product,7.0,6011.37,No,Yes,87.9686,56.3837,25.2513,8,85.6981,48.0802
ALAL6WV1,Taylor,Rios,Female,Hispanic or Latino,34,Married,Bachelors,Long Beach,System Administrator,Business,9.8779,7013.89,No,No,92.5223,56.5088,51.216,3,94.5637,49.9598
UueA5sLY,Michael,Collins,Male,White,37,Single,Bachelors,Fresno,Data Scientist,Quality Assurance,4.7254,5706.6,No,No,70.7853,84.6158,62.2583,9,91.1259,86.9549
KJNUZBKX,Casey,Mcclain,Female,Asian,33,Married,Masters,San Francisco,Product Manager,Product,9.0,8439.68,Yes,No,66.7286,78.8451,48.905,2,61.8699,82.56
3HX9RIHM,Nokomis,Lee,Female,Native American,37,Married,Bachelors,Oakland,UX Designer,Business,15.0,12147.27,No,No,95.881,61.1708,75.7828,3,63.944,58.787
70zt8xny,Cetan,Park,Male,Native American,40,Married,Bachelors,Los Angeles,Data Scientist,Quality Assurance,10.9411,7238.52,No,No,70.6655,97.0582,90.7,1,75.3202,83.0544
3CG0O2SA,Patricia,Gonzalez,Female,White,46,Married,Bachelors,San Diego,Software Engineer,Design,4.3358,14676.25,No,No,61.9008,51.4313,35.6244,6,99.1378,51.2621
NCSL7QCR,Dakota,Webster,Female,Native American,26,Married,Bachelors,San Francisco,Business Analyst,IT,4.0,4062.86,No,Yes,87.886,79.9891,38.0728,4,63.2769,68.5244
I614EW0V,Tama,Davis,Male,Pacific Islander,45,Married,Bachelors,Anaheim,Quality Assurance Engineer,IT,3.6822,7541.02,No,No,60.9079,62.4364,62.2808,7,60.5994,67.3211
Gzm1ITCj,Tama,Mclean,Male,Pacific Islander,34,Single,Bachelors,Bakersfield,DevOps Engineer,IT,12.0,5740.15,No,Yes,99.95,84.6397,49.549,4,96.8816,83.9877
QXU24N4G,Moana,Morrison,Female,Pacific Islander,45,Single,Masters,Bakersfield,IT Support Specialist,IT,17.6565,11591.44,Yes,No,69.3967,82.5104,69.4078,1,88.947,70.2551
MGjMu5pq,Alofa,Hahn,Female,Pacific Islander,27,Divorced,Masters,Fresno,IT Support Specialist,Quality Assurance,3.0,6091.93,Yes,Yes,61.5118,68.9464,45.5346,9,86.8098,62.1896
GANZG4DS,Pat,Calhoun,Male,Hispanic or Latino,43,Single,Bachelors,Fresno,Quality Assurance Engineer,Business,21.0,9928.04,No,No,77.9057,82.3609,83.9349,6,94.2288,69.2259
32N9OJS6,Pat,Mcclure,Male,Asian,28,Single,Bachelors,San Jose,UX Designer,Quality Assurance,6.0,9741.53,Yes,No,77.9349,73.0573,56.7171,7,81.9695,60.4586
gJ4b09Xc,Alex,Wilson,Male,Asian,54,Married,Masters,Bakersfield,Quality Assurance Engineer,Engineering,9.1162,18717.46,No,No,64.4136,64.1308,57.5319,9,94.1007,67.9535
VWUQLZ6U,Alex,Webb,Male,Asian,31,Divorced,Bachelors,San Francisco,Quality Assurance Engineer,Quality Assurance,9.0,14891.7,No,Yes,80.0324,87.0767,51.4058,6,69.366,69.9035
WWGQGQ3Y,Morgan,May,Female,Hispanic or Latino,23,Married,Masters,Los Angeles,DevOps Engineer,Engineering,0.0,10656.2,No,No,70.0755,57.5073,59.7611,8,76.9209,51.6465
GQLK6CI3,Jamie,Powell,Female,Black or African American,23,Married,Masters,Anaheim,Business Analyst,IT,0.0,10610.62,No,No,61.8982,61.0773,71.3288,2,77.5249,63.6714
G040IJID,Toni,Garcia,Female,Other,36,Married,Masters,Fresno,System Administrator,Quality Assurance,5.9798,8468.31,No,No,69.3581,85.377,66.5548,5,93.8998,81.6535
UdQTV7n1,Jamie,David,Female,Other,35,Married,Bachelors,San Francisco,Product Manager,Business,7.4233,17349.29,No,No,93.3988,79.7414,55.2903,2,90.599,69.878
aIsIRu1c,Robert,Brown,Male,White,37,Married,Bachelors,Fresno,Business Analyst,Engineering,10.626,15701.94,No,Yes,90.9273,57.6867,29.0622,5,79.5641,58.4907
DTAFWURC,Pat,Woodard,Male,Asian,54,Married,Masters,San Francisco,Business Analyst,Engineering,15.6505,14547.33,No,Yes,67.7723,74.7901,55.2532,7,76.0246,61.5391
RRY14E76,Jordan,Cox,Male,Hispanic or Latino,34,Married,High School,Sacramento,UX Designer,IT,7.4437,16862.64,No,No,82.3341,56.3758,56.4595,4,97.6711,62.459
DGLJJ5LH,Ahanu,Miller,Male,Native American,53,Single,Bachelors,Fresno,DevOps Engineer,Quality Assurance,20.0737,19836.46,No,No,89.6435,73.8137,65.11,6,99.6583,78.6504
fDq8H5B1,Taylor,Hood,Male,Asian,23,Married,Bachelors,San Francisco,Business Analyst,Business,1.0,13137.13,No,No,98.9066,91.389,84.2344,8,81.7746,80.0626
KmW0W9RU,Jordan,Willis,Male,Other,39,Single,Bachelors,Fresno,System Administrator,Quality Assurance,17.0,10670.43,No,No,86.8107,79.6692,76.0514,8,82.7155,75.6431
EOHPv3HS,Morgan,Webb,Female,Black or African American,28,Widowed,Bachelors,Bakersfield,Quality Assurance Engineer,Product,5.4686,16695.95,No,Yes,78.6321,74.9846,16.4711,2,61.0248,73.8375
2VAMDY8K,Michael,Davis,Male,White,55,Married,Bachelors,San Francisco,DevOps Engineer,Quality Assurance,13.1178,16279.29,No,Yes,91.7646,83.7072,39.1633,1,73.3104,67.2179
LFHK9VJS,Ahanu,Boyer,Male,Native American,25,Married,Doctorate,Oakland,UX Designer,Business,0.0,5759.88,No,No,90.0497,58.7505,37.2191,7,74.4546,66.3168
R6TTynfe,Toni,Rivera,Female,Black or African American,50,Married,Bachelors,San Jose,IT Support Specialist,Quality Assurance,5.8955,11889.18,No,No,73.914,52.178,54.5104,6,64.1815,56.3823
FDTCE71J,Taylor,Kramer,Female,Hispanic or Latino,42,Married,Masters,Long Beach,Business Analyst,IT,16.0173,19116.35,No,No,97.2887,87.1798,54.8051,6,74.1744,84.9496
dKtVFB1O,Taylor,Lambert,Female,Hispanic or Latino,44,Married,Masters,San Francisco,Quality Assurance Engineer,Product,11.2009,6546.32,No,No,94.6564,94.5516,82.6816,8,67.6188,91.7547
aLOSROha,Toni,Day,Female,Asian,34,Single,Bachelors,Oakland,DevOps Engineer,Product,12.0,13988.75,No,Yes,69.8562,87.3372,62.5556,2,80.1867,78.2487
yjFDySri,Takoda,Taylor,Male,Native American,46,Married,Masters,Fresno,UX Designer,Business,8.5359,11188.63,No,No,84.6835,69.3371,71.9613,8,71.7476,68.157
dsAFJfAn,Chris,Douglas,Male,Hispanic or Latino,47,Married,Doctorate,Oakland,UX Designer,Design,19.8862,11131.96,No,No,69.8537,91.4569,82.9197,7,82.275,84.5317
8AVD1DWR,James,Higgins,Male,White,23,Single,Masters,Oakland,Data Scientist,Product,0.0,17723.78,No,No,97.595,79.5182,48.7187,8,99.0698,82.2085
R6FPD0UY,Jordan,Ford,Male,Black or African American,57,Single,Masters,Long Beach,DevOps Engineer,Engineering,22.6632,18576.0,No,No,61.9832,66.8473,42.3326,1,80.8558,58.0993
SC8AW2G8,John,Jimenez,Male,White,34,Single,Masters,Sacramento,Quality Assurance Engineer,Product,10.0,15794.58,No,No,83.9954,98.8682,75.7655,7,89.8689,94.9849
6SVARVUK,Jordan,Dunn,Male,Asian,55,Single,Bachelors,San Diego,UX Designer,Product,5.0215,16025.76,No,No,84.0233,59.8579,50.445,8,99.3693,48.4297
7Y7OTN8M,Niko,Wallace,Male,Pacific Islander,28,Single,Masters,Bakersfield,Business Analyst,Product,4.0,7529.35,No,No,87.478,73.1478,78.3563,4,82.5022,73.9376
3H9UZ41O,Tama,Velazquez,Male,Pacific Islander,35,Single,Doctorate,Fresno,Product Manager,Product,3.7324,6250.66,No,No,68.0801,59.9672,48.1599,7,63.1283,55.3548
WN4TDBQK,Patricia,Stone,Female,White,37,Single,Doctorate,San Francisco,Data Scientist,Engineering,3.9629,11836.58,No,Yes,96.0298,56.9674,25.2126,6,96.4939,62.2725
ZJL09gXo,Taylor,Juarez,Female,Black or African American,44,Married,Doctorate,Anaheim,Product Manager,Design,18.0,15284.98,No,Yes,75.0408,54.1922,32.9144,8,67.6051,60.0598
U4VxmjUW,Elizabeth,Collins,Female,White,37,Single,Bachelors,Fresno,Data Scientist,Quality Assurance,4.7254,5706.6,No,No,70.7853,84.6158,62.2583,9,91.1259,86.9549
JHOpUyeu,Pat,King,Male,Hispanic or Latino,42,Married,Masters,Anaheim,DevOps Engineer,IT,18.0,4352.76,No,Yes,78.0065,81.8724,61.893,1,62.3484,70.8715
J894L3PR,Morgan,Harding,Female,Other,37,Single,Bachelors,Anaheim,UX Designer,IT,15.0,7215.7,No,No,72.3778,62.0923,61.4913,7,63.2545,68.8965
MAYYZSF8,Morgan,Reyes,Female,Hispanic or Latino,37,Single,Masters,San Jose,DevOps Engineer,IT,13.0,15813.44,No,No,66.6017,88.7131,73.5102,2,89.2732,80.0836
VP04G0NP,Alex,Santana,Non-binary,Black or African American,26,Divorced,Masters,Fresno,Product Manager,Engineering,2.0,5313.67,No,No,82.4626,88.5561,79.1088,1,81.7634,73.4954
364VDMWO,Ahanu,Bass,Male,Native American,36,Single,Bachelors,San Jose,DevOps Engineer,Engineering,14.0,19329.62,No,No,98.1376,61.1083,61.7717,9,70.0803,52.0648
WD12BTML,Alex,Valencia,Male,Asian,55,Married,Bachelors,San Diego,Data Scientist,Quality Assurance,5.389,17326.1,No,No,77.4345,79.195,52.3691,4,97.72,76.0388
CGWQLA54,Morgan,King,Female,Hispanic or Latino,27,Single,Masters,Bakersfield,Product Manager,Business,3.0,11018.39,No,Yes,81.3754,95.0939,47.6013,9,79.7722,88.7063
8SGRGJHP,Tama,Smith,Male,Pacific Islander,49,Married,Bachelors,San Diego,Business Analyst,IT,8.1119,10535.25,Yes,No,79.8173,87.1995,64.3584,8,83.0728,73.8995
nwnu3rbF,Kaimana,Hill,Male,Pacific Islander,48,Single,Masters,San Jose,Data Scientist,Quality Assurance,24.0,18624.03,No,No,80.2279,78.4812,67.4445,1,92.8041,64.7685
w1Kf5bWG,Nokomis,Bradley,Female,Native American,33,Single,Masters,Bakersfield,Business Analyst,IT,8.7331,15589.9,No,Yes,66.2526,94.348,47.75,3,97.1755,94.022
EAWEIMD8,Ahanu,Bradley,Male,Native American,38,Single,Bachelors,Long Beach,Cloud Architect,Design,16.0,15026.86,No,No,75.3613,56.5782,66.5445,2,86.4412,53.6274
UMALLN50,Taylor,Reeves,Female,Hispanic or Latino,42,Single,Masters,San Jose,Data Scientist,Quality Assurance,18.0,10819.04,No,No,99.7109,83.618,79.7973,9,66.0925,72.7388
TEU1DUEY,Michael,Kim,Male,White,42,Single,Bachelors,Los Angeles,DevOps Engineer,Engineering,20.0,5297.56,No,No,70.591,98.294,78.6947,8,93.6115,80.495
IT1KT2TA,Pat,Navarro,Male,Black or African American,26,Single,Bachelors,Los Angeles,Software Engineer,Engineering,4.0,12848.63,Yes,No,80.6847,96.6986,81.302,2,88.5083,95.6916
6J3PXXMW,Takoda,Frazier,Male,Native American,32,Single,Bachelors,Anaheim,Software Engineer,Quality Assurance,10.0,14144.34,No,No,86.7005,50.809,66.8524,5,78.1362,42.636
tcEH2p9i,Chris,Barker,Male,Black or African American,35,Married,Bachelors,Los Angeles,Quality Assurance Engineer,IT,9.0339,7668.05,No,No,70.3313,58.7824,69.8723,9,96.7114,59.0055
TDAHKCDE,Moana,Murphy,Female,Pacific Islander,46,Single,Bachelors,San Francisco,UX Designer,IT,13.458,6189.98,No,No,73.9716,57.236,42.5042,5,83.0558,61.7471
y2KyczjP,Michael,Barron,Male,White,36,Divorced,Masters,San Diego,Software Engineer,Engineering,12.0,7367.38,No,No,91.3289,64.5889,40.7011,9,64.5595,61.3886
9BIINB2C,Aiyana,Peterson,Female,Native American,28,Single,Bachelors,San Francisco,Product Manager,Business,6.0,16059.13,No,Yes,79.7217,71.6757,55.5282,8,73.6474,72.1012
Y7DV0XXD,Jamie,Bridges,Female,Black or African American,49,Married,Bachelors,Bakersfield,UX Designer,Quality Assurance,2.8939,18435.77,No,No,97.355,71.0764,50.7847,6,98.7368,65.6917
18NDMMJZ,Tahu,Wolf,Male,Native American,34,Married,Bachelors,San Francisco,Data Scientist,Design,10.4592,5732.67,Yes,No,79.8031,68.9513,73.588,9,85.597,70.5048
kCHaEY8U,Kiana,Parker,Female,Pacific Islander,38,Married,Bachelors,Bakersfield,Data Scientist,Business,16.0,9665.28,No,No,97.0428,94.1044,75.8634,1,81.0365,93.4989
3BO415RS,Leilani,Harris,Female,Pacific Islander,50,Married,Doctorate,Los Angeles,Business Analyst,Product,10.3413,13085.39,Yes,No,95.5796,95.3846,88.0206,5,67.0175,89.0011
0B6X3CH4,Toni,Cooper,Female,Hispanic or Latino,56,Married,Bachelors,Long Beach,System Administrator,Business,10.5474,19095.15,No,Yes,90.4768,80.7296,34.3894,4,66.2107,81.9561
mSAknI6L,Niko,Thompson,Male,Pacific Islander,30,Married,Bachelors,Los Angeles,UX Designer,Product,8.0,15116.32,No,No,91.3153,63.4655,72.7231,2,70.2631,63.8116
CFAPT2T8,Jordan,Sanders,Male,Asian,42,Married,Bachelors,San Diego,IT Support Specialist,IT,10.8439,17781.76,No,No,85.048,76.2426,81.5681,6,90.7785,65.7577
MDyFZmeW,William,Alexander,Male,White,29,Married,Masters,San Diego,DevOps Engineer,Business,5.0,15148.29,No,Yes,67.5932,99.7698,52.9914,9,61.6096,92.0355
Z3M98YGS,Elizabeth,Gilbert,Female,White,52,Single,Masters,Los Angeles,Business Analyst,Engineering,14.0861,5829.87,No,No,85.3779,63.8612,44.9659,5,60.0011,60.7829
01ZH8LIS,Tahu,Gordon,Male,Native American,30,Divorced,Bachelors,Anaheim,Software Engineer,Quality Assurance,8.0,6346.23,No,Yes,60.128,52.3185,29.8833,4,68.3792,99.4315
RbjPl8Gi,Tahu,Harris,Male,Native American,41,Single,Bachelors,Bakersfield,Business Analyst,Product,16.3373,18204.06,No,Yes,84.2063,87.1093,41.8007,4,88.1765,72.7086
32OC2NJK,Cetan,Valentine,Male,Native American,47,Single,Bachelors,San Diego,Business Analyst,Design,11.9555,12554.04,No,No,85.668,81.4948,83.9817,8,72.6209,72.0997
TEGBNOVS,Jordan,Solomon,Male,Asian,41,Single,Bachelors,Oakland,Business Analyst,Engineering,13.5218,14088.5,Yes,No,98.8652,94.334,67.3274,3,90.3836,89.0275
HEW2578L,Chris,Bradley,Male,Other,28,Single,Bachelors,San Jose,Business Analyst,Product,6.0,17302.88,No,Yes,88.9771,61.1866,46.4451,9,97.934,64.5468
K901LXNY,Kiana,Werner,Female,Pacific Islander,46,Single,Doctorate,Anaheim,Product Manager,Quality Assurance,9.2576,8000.51,Yes,No,83.2117,18.2419,43.5999,9,90.0246,52.6704
SraNmOeq,Casey,Murray,Female,Hispanic or Latino,39,Married,Bachelors,Oakland,DevOps Engineer,Design,12.0957,5262.7,No,No,78.9594,82.6417,70.0533,5,88.108,80.4758
96TN0UC8,Taylor,Marsh,Male,Hispanic or Latino,56,Married,Bachelors,Anaheim,System Administrator,IT,19.2703,16575.55,No,Yes,97.3816,86.3874,50.6062,6,97.9858,73.0842
vF84RzMG,Taylor,Collins,Male,Black or African American,36,Married,Bachelors,Anaheim,DevOps Engineer,IT,11.4357,14595.25,Yes,Yes,82.7493,99.0752,58.096,9,95.3969,95.6414
983nAHBq,Ahanu,Rowe,Male,Native American,34,Married,Bachelors,Long Beach,Software Engineer,Design,12.0,18554.49,Yes,No,83.4317,80.4853,82.2896,8,85.6749,77.9928
NRGFQZQC,Taylor,Smith,Male,Black or African American,41,Divorced,Bachelors,Sacramento,UX Designer,Business,19.0,11061.82,No,No,65.5849,89.1444,76.4446,7,72.1956,75.0443
JwpaOUKz,Taylor,Lewis,Female,Other,50,Married,Bachelors,Fresno,System Administrator,Business,3.7908,19934.05,No,No,86.9004,66.0627,50.6491,4,70.8228,56.2966
E5Z0XYHZ,Dakota,Downs,Female,Native American,42,Divorced,Masters,Fresno,Quality Assurance Engineer,Business,13.3782,5088.83,Yes,No,74.1119,80.4678,85.5977,1,80.7131,78.9664
hEUaM9IZ,Taylor,Cordova,Male,Other,50,Single,Bachelors,Fresno,Software Engineer,IT,14.4955,15984.52,No,Yes,82.3529,62.7306,50.0881,4,94.8384,63.4552
RV3WMP2M,Taylor,Atkins,Male,Asian,31,Married,Masters,Fresno,Product Manager,Product,7.0,4075.84,No,No,87.5428,50.8939,53.4213,7,75.752,57.7436
GKJML1EO,Chris,Fletcher,Male,Hispanic or Latino,57,Married,Masters,San Diego,DevOps Engineer,IT,6.3576,7797.47,No,Yes,99.9667,90.2569,53.5051,2,90.4986,87.6831
FR5N1XUC,Taylor,Henry,Male,Black or African American,33,Single,Bachelors,San Diego,Business Analyst,IT,10.5525,4133.8,No,No,69.6453,89.4636,69.2465,3,86.6737,80.3797
J7ID858R,Jordan,Benson,Male,Hispanic or Latino,50,Married,Bachelors,San Diego,System Administrator,Quality Assurance,21.2586,17335.01,No,No,74.2701,52.6395,58.8842,8,68.2071,60.9661
LRxehnff,Morgan,Beck,Female,Other,31,Single,Masters,Bakersfield,UX Designer,Engineering,7.0,15484.93,No,No,63.0302,59.8616,75.7397,1,87.2939,58.8411
wAxdCUWN,William,Smith,Male,White,45,Single,Bachelors,Sacramento,IT Support Specialist,Product,9.6807,7867.11,No,Yes,98.3251,59.3017,34.482,9,72.2266,58.2667
FVCR20ON,Alex,Garrett,Male,Other,41,Single,Masters,San Diego,Cloud Architect,Design,4.0816,5063.61,No,No,65.0754,75.3437,64.7819,8,69.2379,67.2523
PMEAW085,Niko,Martin,Male,Pacific Islander,28,Married,Bachelors,San Jose,Product Manager,Product,6.0,10734.17,No,Yes,66.7206,89.8253,54.0347,4,72.8821,73.5162
EI9LYMDA,Alex,Ferguson,Male,Other,32,Married,Bachelors,Bakersfield,Quality Assurance Engineer,Quality Assurance,10.0,12996.79,No,Yes,95.8503,85.4503,59.9304,9,83.4335,70.3887
85Xh2GFM,Kaimana,Cooper,Male,Pacific Islander,46,Married,Masters,San Francisco,Quality Assurance Engineer,Design,22.0,5002.44,No,Yes,80.9996,64.2031,22.3389,1,68.636,56.3673
